,room_type,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,name,last_modified,latitude,longitude
4121,Entire home/apt,Centrum West,9,5.0,2,1.0,227.0,Central Stay with Canal View!,2017-07-23 02:59:28.317518,52.369741999999995,4.893313
4123,Entire home/apt,Centrum Oost,15,4.5,4,1.0,210.0,Fantastic fully equipped apartment in centre,2017-07-23 02:59:28.312868,52.371188000000004,4.922434
4124,Entire home/apt,Centrum West,8,5.0,2,1.0,210.0,Spacious Attic Apartment in City Centre,2017-07-23 02:59:28.309447,52.381752,4.890939
4125,Entire home/apt,Noord Oost,3,4.5,4,2.0,240.0,Family house with private and secure parking,2017-07-23 02:59:26.026597,52.395771,4.958443
4126,Entire home/apt,Centrum West,85,4.5,4,1.0,238.0,Beautiful view in the red-light str,2017-07-23 02:59:26.024454,52.374086,4.898068
4127,Entire home/apt,Oostelijk Havengebied / Indische Buurt,4,5.0,7,5.0,300.0,Spacious family-home on waterside near centre,2017-07-23 02:59:26.021835,52.371464,4.943696
4129,Entire home/apt,Centrum Oost,8,5.0,4,2.0,216.0,AMSTEL in the heart of Amsterdam,2017-07-23 02:59:26.016267,52.366293,4.89481
4130,Entire home/apt,Centrum Oost,8,5.0,2,1.0,240.0,Houseboat PrimeLocation,2017-07-23 02:59:26.012447,52.363802,4.905742
4132,Entire home/apt,Oud Noord,5,5.0,4,5.0,210.0,Family house in Amsterdam,2017-07-23 02:59:26.007626,52.38711,4.9452370000000005
4133,Entire home/apt,Oud Noord,124,4.5,4,1.0,216.0,an unique cheap bed and breakfast,2017-07-23 02:59:26.004800,52.385987,4.931325
4134,Entire home/apt,Centrum West,100,5.0,7,5.0,305.0,★ Combo City Centre Apartments,2017-07-23 02:59:26.000365,52.380371999999994,4.893587999999999
4136,Entire home/apt,Oostelijk Havengebied / Indische Buurt,3,5.0,3,3.0,210.0,"Spacious 3-floor apartment, roof terrace + IJ view",2017-07-23 02:59:25.993902,52.373838,4.946177
4137,Entire home/apt,Centrum Oost,4,5.0,3,1.0,270.0,Light appartment right near famous Waterlooplein.,2017-07-23 02:59:25.991217,52.369915999999996,4.901743
4138,Entire home/apt,Oud Noord,9,4.5,4,4.0,210.0,Sunny house with great view,2017-07-23 02:59:25.988546,52.387535,4.946008
4139,Entire home/apt,Noord West,6,5.0,6,4.0,252.0,Family house,2017-07-23 02:59:23.794861,52.402623999999996,4.908304
4140,Entire home/apt,Centrum West,10,5.0,2,1.0,240.0,Luxury apartment centre waterview,2017-07-23 02:59:23.792547,52.383958,4.890723
4141,Entire home/apt,Centrum Oost,18,4.5,4,1.0,216.0,Recentely renovated studio for 4 ,2017-07-23 02:59:23.786249,52.369417,4.913372
4143,Entire home/apt,Centrum West,14,5.0,4,2.0,270.0,303 Jordaan Apartment 3,2017-07-23 02:59:23.770499,52.376202,4.8896180000000005
4145,Entire home/apt,De Baarsjes / Oud West,18,5.0,2,1.0,191.0,Trendy Dreamstay by Vondelpark!,2017-07-23 02:41:09.444938,52.363322,4.866393
4148,Entire home/apt,De Baarsjes / Oud West,7,4.5,4,2.0,196.0,Great Location/2 Bedrooms/Balcony,2017-07-23 02:41:07.195249,52.36935,4.85654
4149,Entire home/apt,De Baarsjes / Oud West,15,5.0,4,3.0,198.0,"Central, beautiful and warm APT next to Vondelpark",2017-07-23 02:41:07.189339,52.358187,4.857647
4151,Entire home/apt,De Baarsjes / Oud West,42,4.5,4,1.0,203.0,Canal View Apartment,2017-07-23 02:41:07.180784,52.360934,4.8552349999999995
4152,Entire home/apt,De Pijp / Rivierenbuurt,5,4.5,4,3.0,204.0,Light family house with garden,2017-07-23 02:41:07.177791,52.346973,4.88669
4153,Entire home/apt,De Pijp / Rivierenbuurt,22,5.0,2,0.0,192.0,Lovely apartment in the Pijp,2017-07-23 02:41:07.171822,52.352656,4.893193
4154,Entire home/apt,De Baarsjes / Oud West,32,5.0,5,4.0,198.0,Spacious house + garden near centre,2017-07-23 02:41:07.162890,52.359262,4.858501
4156,Entire home/apt,Noord-West / Noord-Midden,21,5.0,3,1.0,190.0,Cool fashion designer's appartment next to museums,2017-07-23 02:41:04.216887,52.353483000000004,4.885502
4159,Entire home/apt,De Pijp / Rivierenbuurt,67,5.0,3,2.0,198.0,Family apt in Central Pijp +Museums,2017-07-23 02:41:04.202723,52.356435999999995,4.887204
4161,Entire home/apt,De Baarsjes / Oud West,4,5.0,5,3.0,203.0,HISTORIC HOUSE IN TOWN VERY CLOSE TO AMSTERDAM!,2017-07-23 02:41:04.184758,52.361036999999996,4.875157
4162,Entire home/apt,Westerpark,13,4.5,2,0.0,192.0,Artist studio close to Museum Area with garage.,2017-07-23 02:41:04.174511,52.372633,4.870172
4164,Entire home/apt,De Baarsjes / Oud West,6,5.0,4,2.0,192.0,Quiet courtyard near city centre,2017-07-23 02:41:01.675561,52.370709999999995,4.872311
4165,Entire home/apt,De Baarsjes / Oud West,56,4.5,4,1.0,186.0,Classic apartment in Old-West,2017-07-23 02:41:01.670666,52.367534,4.868249
4167,Entire home/apt,De Baarsjes / Oud West,17,5.0,5,3.0,191.0,Ground floor appartment Vondelpark,2017-07-23 02:41:01.662469,52.358565999999996,4.859711
4168,Entire home/apt,Noord-West / Noord-Midden,7,3.5,4,1.0,192.0,Stately Apartment in Museum Distr.,2017-07-23 02:41:01.659363,52.3544,4.860253
4169,Entire home/apt,Noord-West / Noord-Midden,4,5.0,2,1.0,192.0,Spacious apartment+large roofgarden,2017-07-23 02:40:59.389863,52.352441,4.8619129999999995
4170,Entire home/apt,Noord-West / Noord-Midden,3,5.0,2,1.0,191.0,Your Luxury Home at Vondelpark,2017-07-23 02:40:59.384070,52.346602000000004,4.859672
4171,Entire home/apt,Noord-West / Noord-Midden,16,4.5,4,1.0,192.0,"Modern, newly furnished apartment @Vondelpark",2017-07-23 02:40:59.380503,52.354096999999996,4.855242
4173,Entire home/apt,De Baarsjes / Oud West,28,5.0,3,2.0,204.0,Amsterdam apartment w. amazing view,2017-07-23 02:40:59.370053,52.37115,4.865026
4174,Entire home/apt,Centrum Oost,48,5.0,4,2.0,198.0,Great Light & Central Canal Apt,2017-07-23 02:38:00.732701,52.361871,4.907404
4175,Entire home/apt,Centrum Oost,5,3.0,4,2.0,204.0,"Amazing, spacious 2 bedroom home with garden!",2017-07-23 02:38:00.727206,52.360981,4.910205
4177,Entire home/apt,De Baarsjes / Oud West,6,5.0,2,1.0,188.0,Cozy & Comfortable Minimal Green Home,2017-07-23 02:38:00.710269,52.361625,4.862379
4178,Entire home/apt,De Baarsjes / Oud West,18,4.5,4,2.0,198.0,Nice family apartment with garden,2017-07-23 02:37:59.056380,52.362446999999996,4.850607
4179,Entire home/apt,Slotervaart,4,5.0,4,2.0,204.0,"Clean, quiet, spacious. Close to airport & centre!",2017-07-23 02:37:59.053493,52.360759,4.83673
4180,Entire home/apt,De Pijp / Rivierenbuurt,10,5.0,2,1.0,204.0,"Great, light and relaxed appartment",2017-07-23 02:37:59.038862,52.358179,4.900581
4183,Entire home/apt,Westerpark,28,4.5,4,3.0,203.0,Kidsproof huis naast cultuurpark   ,2017-07-23 02:37:56.589663,52.383784000000006,4.8690809999999995
4184,Entire home/apt,Slotervaart,42,4.5,6,3.0,192.0,Amsterdam cosy 4 room apartment,2017-07-23 02:37:56.579888,52.363246000000004,4.835875
4186,Entire home/apt,De Baarsjes / Oud West,4,5.0,4,2.0,204.0,Modern apartment near Vondelpark in Amsterdam West,2017-07-23 02:37:56.552107,52.358776,4.857843
4187,Entire home/apt,Centrum Oost,16,5.0,2,1.0,186.0,Romantic apartment for 2 in the heart of Amsterdam,2017-07-23 02:37:56.547036,52.360898,4.890853
4188,Entire home/apt,De Baarsjes / Oud West,70,4.5,4,2.0,191.0,Trendy Vondelpark Garden-Appartment,2017-07-23 02:37:56.538580,52.362944,4.867768
4189,Entire home/apt,De Baarsjes / Oud West,11,5.0,4,2.0,191.0,Spacious and light corner apartment,2017-07-23 02:37:56.529558,52.362415999999996,4.854612
4190,Entire home/apt,Centrum Oost,40,4.5,2,1.0,204.0,CANAL APPARTMENT- Amsterdam Center!,2017-07-23 02:37:50.555460,52.361545,4.885908000000001
4191,Entire home/apt,Centrum Oost,21,5.0,2,1.0,204.0,Beautiful cosy apartment in center.,2017-07-23 02:37:50.549764,52.362414,4.88438
4193,Entire home/apt,De Baarsjes / Oud West,14,4.5,4,2.0,192.0,Vondelpark/Museumplein next door...,2017-07-23 02:37:50.536879,52.361898,4.875935
4194,Entire home/apt,De Baarsjes / Oud West,11,5.0,3,1.0,203.0,Sunny comfortable apartment and lovely garden 75m2,2017-07-23 02:37:48.515805,52.365190000000005,4.852148000000001
4195,Entire home/apt,Noord-West / Noord-Midden,17,4.5,5,3.0,204.0,Private family home in Pijp area,2017-07-23 02:37:46.353579,52.357431,4.885944
4196,Entire home/apt,Noord-West / Noord-Midden,5,5.0,4,2.0,198.0,*Chique XXXL 2Bed and 2Bath Apt near Vondelpark*,2017-07-23 02:37:46.333947,52.356488,4.852837999999999
4197,Entire home/apt,De Baarsjes / Oud West,5,5.0,2,1.0,192.0,Trendy apartment Oud West,2017-07-23 02:37:46.323387,52.363240000000005,4.865704
4199,Entire home/apt,Centrum West,41,5.0,2,1.0,204.0,Romantic luxurious canal house,2017-07-23 02:37:42.202919,52.381986,4.883189
4200,Entire home/apt,Centrum Oost,24,4.5,2,1.0,192.0,Cozy apt Center Amsterdam,2017-07-23 02:37:42.195908,52.359301,4.894605
4201,Entire home/apt,Centrum West,5,5.0,3,1.0,202.0,High Fidelity (50m2) Amsterdam City Centar,2017-07-23 02:37:40.455011,52.369564000000004,4.894973
4202,Entire home/apt,Westerpark,8,5.0,4,3.0,191.0,3BR | Bright ★★★★★ APT | City Center| Canal View,2017-07-23 02:37:36.648527,52.381703,4.871924
4203,Entire home/apt,De Baarsjes / Oud West,9,4.5,4,3.0,198.0,Charming & Spacious 3BR apt Next to Vondelpark,2017-07-23 02:37:32.757109,52.357803999999994,4.859619
4204,Entire home/apt,Centrum West,30,4.5,4,1.0,192.0,"Canal LOFT, great LOCATION",2017-07-23 02:37:32.744109,52.37338,4.887989
4206,Entire home/apt,De Baarsjes / Oud West,37,4.5,4,2.0,192.0,Light and cosy app. city centre,2017-07-23 02:37:19.532992,52.364641999999996,4.866986
4207,Entire home/apt,Centrum West,32,5.0,2,1.0,197.0,Amazing apartment in city center,2017-07-23 02:37:14.481154,52.371309000000004,4.882063
4208,Entire home/apt,Westerpark,3,5.0,4,2.0,192.0,Amazing apartment in the centre of Amsterdam,2017-07-23 02:37:14.477259,52.374246,4.871306
4209,Entire home/apt,Westerpark,9,4.5,5,2.0,190.0,Central Family Apartment with BIG sunny garden,2017-07-23 02:37:14.472747,52.386619,4.880033
4211,Entire home/apt,Westerpark,6,4.5,4,2.0,192.0,Gorgeous apt w/roofdeck by Jordaan,2017-07-23 02:37:14.467559,52.376288,4.876237000000001
4212,Entire home/apt,Westerpark,11,5.0,4,2.0,192.0,"Stylish, spacious & light apartment in trendy area",2017-07-23 02:37:14.463041,52.389802,4.883257
4213,Entire home/apt,Centrum West,12,4.0,2,1.0,192.0,CANALVIEW! High-end house at center,2017-07-23 02:37:14.458717,52.368376,4.886106
4214,Entire home/apt,Westerpark,4,5.0,4,2.0,191.0,Appartment Amsterdam Centre,2017-07-23 02:37:14.456026,52.374753999999996,4.8682
4215,Entire home/apt,Bos en Lommer,3,5.0,4,2.0,204.0,Wonderful spacious apartment with roof terrace,2017-07-23 02:37:14.453326,52.373915000000004,4.848196
4217,Entire home/apt,Westerpark,10,5.0,4,1.0,186.0,Nice apartment close to centre + CS,2017-07-23 02:37:12.687136,52.390307,4.886565
4218,Entire home/apt,Bos en Lommer,6,4.5,4,1.0,191.0,A COZY home + balcony located in vibrant old west,2017-07-23 02:37:12.685134,52.382585999999996,4.853805
4219,Entire home/apt,De Baarsjes / Oud West,8,5.0,4,1.0,204.0,"Bright, top floor, terrace, great location !",2017-07-23 02:37:12.681525,52.367363,4.86566
4220,Entire home/apt,De Baarsjes / Oud West,3,5.0,3,2.0,203.0,Spacious two bed room apartment at great location,2017-07-23 02:37:12.679406,52.365146,4.865025
4222,Entire home/apt,De Baarsjes / Oud West,46,4.5,4,2.0,191.0,Bright and spacious recently renovated apartment,2017-07-23 02:37:12.670882,52.367137,4.8763819999999996
4225,Entire home/apt,De Baarsjes / Oud West,6,4.0,4,1.0,191.0,Cozy house and balcony near center,2017-07-23 02:37:12.659197,52.369162,4.861936
4226,Entire home/apt,De Baarsjes / Oud West,4,5.0,4,2.0,204.0,Beautiful and sunny apartment with canal view!,2017-07-23 02:37:10.502511,52.364412,4.858588
4229,Entire home/apt,Westerpark,35,4.5,3,1.0,204.0,"Unique apartment in Amsterdam, 90m2 and special",2017-07-23 02:37:08.394363,52.375909,4.875125
4230,Entire home/apt,Centrum Oost,12,4.5,2,1.0,192.0,Loft on canal with perfect location,2017-07-23 02:37:08.391742,52.366625,4.884779
4231,Entire home/apt,Centrum West,7,5.0,3,1.0,192.0,Loft apartment with terrace in central Amsterdam,2017-07-23 02:37:08.389181,52.383904,4.884106
4234,Entire home/apt,Westerpark,5,5.0,3,2.0,203.0,"Top location, great space, garden",2017-07-23 02:37:08.379007,52.384066,4.877336
4235,Entire home/apt,Westerpark,38,5.0,3,2.0,192.0,Spacious ground floor appartement,2017-07-23 02:37:08.370720,52.38465,4.878265
4236,Entire home/apt,Westerpark,13,5.0,4,2.0,198.0,Amsterdam 2 bedroom loft with park view,2017-07-23 02:37:08.368158,52.387167,4.883053
4237,Entire home/apt,Westerpark,7,4.5,4,2.0,192.0,Homeawayfromhome Jordaan/Westerpark,2017-07-23 02:37:08.365567,52.374788,4.873572
4238,Entire home/apt,Centrum Oost,4,5.0,2,1.0,192.0,Lovely appartment in City centre!,2017-07-23 02:37:08.362960,52.365185,4.904444
4239,Entire home/apt,De Baarsjes / Oud West,20,5.0,3,1.0,192.0,"Central, Spacious, Renovated Apartment",2017-07-23 02:37:08.360319,52.363347999999995,4.879372
4240,Entire home/apt,De Baarsjes / Oud West,8,4.5,4,3.0,204.0,Childfriendly home in Amsterdam,2017-07-23 02:37:08.357569,52.366363,4.8532519999999995
4241,Entire home/apt,Centrum West,13,5.0,3,1.0,204.0,"spacious comfortable canalstudio , near  Jordaan",2017-07-23 02:37:08.354812,52.383576,4.885724
4244,Entire home/apt,De Baarsjes / Oud West,12,4.5,4,2.0,204.0,Cozy 2 Bedroom on Lively Kinkerstraat,2017-07-23 02:37:05.238687,52.365322,4.867495
4245,Entire home/apt,Westerpark,30,4.5,4,2.0,198.0,Marja Houseboat,2017-07-23 02:37:05.220233,52.382005,4.87563
4248,Entire home/apt,Centrum West,18,5.0,4,1.0,192.0,Spacious cosy appartment,2017-07-23 02:37:02.649862,52.382621,4.885026
4249,Entire home/apt,De Baarsjes / Oud West,3,5.0,4,2.0,186.0,Ground floor apartment Amsterdam West,2017-07-23 02:37:02.645187,52.367373,4.851821
4251,Entire home/apt,Centrum West,12,4.0,3,1.0,198.0,Monumental Loft in the Heart of Amsterdam,2017-07-23 02:37:02.639121,52.372446000000004,4.890261
4252,Entire home/apt,De Baarsjes / Oud West,6,5.0,4,2.0,204.0,Large house in the West of Amsterdam,2017-07-23 02:37:02.636140,52.371958,4.8590029999999995
4254,Entire home/apt,De Baarsjes / Oud West,10,4.5,2,1.0,192.0,Luxurious canal apartment,2017-07-23 02:37:02.628890,52.368663,4.873419999999999
4256,Entire home/apt,Centrum West,13,5.0,2,1.0,192.0,Penthouse Apartment on Canal,2017-07-23 02:37:02.616185,52.376302,4.887148000000001
4258,Entire home/apt,Westerpark,5,5.0,4,2.0,192.0,Lovely city apartment with canal view and a piano!,2017-07-23 02:36:59.171623,52.385267999999996,4.8802330000000005
4259,Entire home/apt,De Baarsjes / Oud West,29,5.0,4,2.0,192.0,Unusual ground floor apartment,2017-07-23 02:36:59.169399,52.367443,4.865945
4260,Entire home/apt,Westerpark,14,4.5,4,2.0,205.0,Central A'dam 4p 2bedr,2017-07-23 02:36:59.164481,52.383283,4.871485
4261,Entire home/apt,De Baarsjes / Oud West,6,5.0,4,2.0,192.0,SPACIOUS and  brand NEW apartment with ROOFTOP,2017-07-23 02:36:59.161387,52.369043,4.849858
4262,Entire home/apt,De Baarsjes / Oud West,15,5.0,4,1.0,204.0,Spacious apartment with canal view,2017-07-23 02:36:59.158324,52.370695,4.873531
4263,Entire home/apt,Westerpark,6,5.0,2,1.0,191.0,Beautiful Apartment - city center,2017-07-23 02:36:59.155741,52.38063,4.869172
4264,Entire home/apt,Westerpark,11,5.0,4,3.0,201.0,"Central, Sunny, Spacious, 4-6 guest",2017-07-23 02:36:59.151103,52.375244,4.868462
4265,Entire home/apt,De Baarsjes / Oud West,15,5.0,4,2.0,186.0,"Simple Living, Colourful Life",2017-07-23 02:36:59.148392,52.368179,4.867215
4267,Entire home/apt,Westerpark,35,5.0,2,1.0,204.0,Spacious loft at the waterway!,2017-07-23 02:36:59.141624,52.377094,4.872489
4268,Entire home/apt,Centrum Oost,4,5.0,3,2.0,204.0,Great house in center of Amsterdam,2017-07-23 02:36:59.134547,52.365759000000004,4.8862440000000005
4270,Entire home/apt,Centrum Oost,16,5.0,2,1.0,198.0,"Beautiful, Romantic Apartment on Canal (CENTRE)",2017-07-23 02:36:55.923336,52.366215000000004,4.899918
4271,Entire home/apt,Centrum West,5,4.5,4,1.0,192.0,Sunlit apartment in the bustling Jordaan,2017-07-23 02:36:55.920476,52.369665000000005,4.881893
4272,Entire home/apt,Westerpark,13,5.0,3,2.0,203.0,Brand new apt in hip and happening Amsterdam West,2017-07-23 02:36:55.918274,52.37877,4.8706949999999996
4274,Entire home/apt,De Baarsjes / Oud West,6,5.0,2,1.0,194.0,Your cozy & lovely Amsterdam-city apartment,2017-07-23 02:36:53.585580,52.36977,4.873286
4277,Entire home/apt,Westerpark,13,4.5,4,2.0,191.0,MODERN APT NEAR CITY CENTER+BALCONY,2017-07-23 02:36:53.571003,52.379115999999996,4.876165
4278,Entire home/apt,De Baarsjes / Oud West,14,5.0,4,2.0,192.0,"Light spacious apt, child-friendly",2017-07-23 02:36:53.563722,52.372323,4.860108
4279,Entire home/apt,Centrum West,15,5.0,2,1.0,198.0,Lovely Canal District Jordaan Apartment,2017-07-23 02:36:53.561071,52.376013,4.880242
4281,Entire home/apt,De Baarsjes / Oud West,11,5.0,4,2.0,201.0,Cozy 2 bedroom apartment in 'De Baarsjes'-area,2017-07-23 02:36:51.550809,52.370499,4.858427
4283,Entire home/apt,Westerpark,60,5.0,2,1.0,204.0,Modern apartment close to center,2017-07-23 02:36:51.531338,52.388692999999996,4.881172
4284,Entire home/apt,De Baarsjes / Oud West,4,5.0,4,2.0,192.0,Spacious apartment with rooftop terrace!,2017-07-23 02:36:51.523373,52.373259000000004,4.852654
4285,Entire home/apt,De Baarsjes / Oud West,6,5.0,4,2.0,203.0,Luxurious apartment with garden,2017-07-23 02:36:51.518319,52.368190000000006,4.873746
4287,Entire home/apt,De Baarsjes / Oud West,45,4.5,2,1.0,203.0,"Central, cosy, beautiful apartment",2017-07-23 02:36:49.427965,52.370801,4.8588949999999995
4290,Entire home/apt,Centrum West,3,4.5,5,2.0,204.0,Gorgeous Historical Apartment Amsterdam Centre ❤️,2017-07-23 02:36:49.417504,52.382637,4.886114
4291,Entire home/apt,Centrum West,4,5.0,4,1.0,198.0,Double-floor apartment with rooftop view,2017-07-23 02:36:49.412921,52.371461,4.89818
4292,Entire home/apt,De Baarsjes / Oud West,13,4.5,3,1.0,186.0,Beautiful apartment in a booming neighborhood.,2017-07-23 02:36:49.407903,52.372386999999996,4.872186
4295,Entire home/apt,Westerpark,4,5.0,4,2.0,190.0,Centre 2 bedroom canal view- new!,2017-07-23 02:36:46.630942,52.384054,4.879345
4296,Entire home/apt,Centrum West,3,5.0,4,1.0,191.0,Beautiful apartment near the Jordaan district!,2017-07-23 02:36:45.585254,52.374956,4.876958
4298,Entire home/apt,De Baarsjes / Oud West,6,5.0,4,2.0,203.0,Bright park view apartment,2017-07-23 02:36:45.578601,52.368266999999996,4.849167
4299,Entire home/apt,Bos en Lommer,16,5.0,4,2.0,198.0,Spacious comfortable  two bedroom apartment,2017-07-23 02:36:45.563462,52.378383,4.846706
4300,Entire home/apt,Centrum West,11,5.0,4,2.0,192.0,City Centre Apartment,2017-07-23 02:36:45.557588,52.367897,4.879615
4301,Entire home/apt,Centrum West,48,5.0,4,1.0,198.0,FABULOUS MODERN LOFT IN JORDAAN,2017-07-23 02:36:42.862459,52.371155,4.87896
4302,Entire home/apt,Westerpark,3,4.5,4,3.0,192.0,Large family home near Jordaan,2017-07-23 02:36:42.860465,52.372801,4.8705110000000005
4305,Entire home/apt,Bos en Lommer,23,5.0,2,1.0,192.0,Stylish renovated apartment with garden & terrace!,2017-07-23 02:36:41.246073,52.375366,4.858846
4306,Entire home/apt,Centrum West,55,5.0,2,1.0,192.0,Historical Panorama Apartment,2017-07-23 02:36:41.240988,52.368127,4.8860589999999995
4309,Entire home/apt,Westerpark,3,4.5,2,1.0,198.0,Light and bright apartment in Oud West,2017-07-23 02:36:37.924309,52.375258,4.874743
4310,Entire home/apt,Centrum West,24,5.0,4,3.0,198.0,Luxury & Style in Center Jordaan,2017-07-23 02:36:37.908201,52.369268,4.88685
4311,Entire home/apt,Oostelijk Havengebied / Indische Buurt,11,5.0,5,3.0,186.0,Light Spacious Apt in Oost,2017-07-23 02:36:35.608875,52.364544,4.9356480000000005
4312,Entire home/apt,Centrum West,25,4.5,2,1.0,191.0,BIG CLEAN HOUSE IN CITY  CENTRE,2017-07-23 02:36:35.606111,52.375694,4.89874
4313,Entire home/apt,Centrum West,28,4.5,3,2.0,203.0,The centre of the centre! 200mb Wifi and a 3D TV!,2017-07-23 02:36:35.603457,52.373084999999996,4.889751
4314,Entire home/apt,Centrum West,6,4.0,4,2.0,192.0,City Centre Canal District apartment,2017-07-23 02:36:35.601358,52.376315999999996,4.8930169999999995
4315,Entire home/apt,Noord Oost,30,5.0,6,4.0,192.0,Nature & the city @ your fingertips,2017-07-23 02:36:35.598638,52.406973,4.932382
